fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km,hour,day_of_week,month
65.91,2024-08-26 09:35:45,-73.77574272478613,40.58683424601005,-73.97721259466611,40.684459570614,3,20.17,9,0,8
84.01,2025-06-03 23:48:58,-73.84783008384416,40.608310887013964,-73.7352273887398,40.81307877725772,2,24.67,23,1,6
34.61,2025-03-11 08:06:23,-73.82054650664182,40.74159950717395,-73.84699339572815,40.762338083029654,4,3.21,8,1,3
50.88,2025-06-01 16:03:27,-73.85076916577677,40.63490091107761,-73.91868124364574,40.72376855197442,2,11.42,16,6,6
59.23,2025-05-17 06:18:50,-73.8264385866413,40.72147859513796,-73.70370334981733,40.65845116737105,4,12.5,6,5,5
56.51,2025-03-29 11:24:02,-73.85573838768174,40.91498190970513,-73.73298914353218,40.907254774009324,2,10.35,11,5,3
69.78,2025-08-08 14:22:15,-73.81709974461417,40.76587771363584,-73.85240257012316,40.88314571877011,3,13.37,14,4,8
36.74,2025-03-29 09:19:42,-73.74842906026103,40.89371293326776,-73.75236224451184,40.82879420861285,2,7.23,9,5,3
73.63,2024-11-14 01:16:57,-73.96029889205491,40.91792518845395,-73.86967210928738,40.78812754694703,3,16.32,1,3,11
71.51,2025-04-18 07:53:55,-73.83478157726945,40.94769273249772,-73.81727521050156,40.79448494802892,3,17.1,7,4,4
110.31,2025-08-03 04:10:27,-73.83347998686993,40.818064373521636,-73.85670760058382,40.59182649777899,4,25.23,4,6,8
50.84,2024-12-04 03:43:18,-73.73381943217016,40.80019615273831,-73.73184253196894,40.70462856807585,1,10.63,3,2,12
45.64,2025-06-21 05:46:03,-73.88059055756747,40.62797998503919,-73.88262186477465,40.69779371094042,1,7.76,5,5,6
85.28,2025-06-19 00:55:55,-73.78308413150988,40.81798287148458,-73.82813672798608,40.613069879952604,1,23.1,0,3,6
78.66,2024-12-08 04:19:00,-73.94980570394479,40.71233440452537,-73.79115774189644,40.84653021419184,3,20.03,4,6,12
49.89,2025-04-12 13:11:29,-73.85997624956319,40.70142334184459,-73.98426490041093,40.75717338441038,3,12.17,13,5,4
87.61,2025-02-18 05:51:33,-73.92115589162964,40.6603358800142,-73.99382903298877,40.82515031646255,4,19.32,5,1,2
58.66,2025-05-30 17:28:08,-73.732786288519,40.67107716372934,-73.71304081868779,40.760749548154514,2,10.11,17,4,5
113.79,2024-11-16 03:08:13,-74.00212361406382,40.6771124055127,-73.84018049956505,40.91062296411134,2,29.33,3,5,11
64.53,2024-10-25 04:49:11,-73.9087997334185,40.80873326107436,-73.85273409730432,40.668151956002475,3,16.33,4,4,10
39.82,2025-04-15 18:05:10,-73.72039688027239,40.734925081175525,-73.75641974997504,40.715821959893255,3,3.7,18,1,4
62.01,2025-07-04 17:38:45,-73.84379951515267,40.635382218573405,-73.85870999712475,40.76472032975936,4,14.44,17,4,7
49.94,2025-05-06 01:42:16,-73.785221976816,40.85540278713538,-73.76271490994725,40.928491154944254,1,8.34,1,1,5
53.53,2025-06-06 11:07:30,-73.88450371850065,40.77842652399991,-73.99172298071106,40.74888131278705,3,9.61,11,4,6
122.32,2025-01-22 13:30:20,-73.88654231983686,40.94006184261881,-73.9105344781034,40.59599328536448,3,38.31,13,2,1
74.91,2024-11-18 20:14:11,-73.93265607820103,40.810880394484954,-73.72931184373921,40.839134492646856,3,17.4,20,0,11
65.53,2025-03-09 04:57:52,-73.84966670944003,40.74908354038947,-74.03331972738664,40.72716119737985,1,15.66,4,6,3
99.25,2024-12-17 17:31:52,-73.83668450622838,40.598544955861,-73.88503318572126,40.793956936402644,4,22.11,17,1,12
124.83,2025-05-27 04:09:36,-73.95013930807472,40.88593890016307,-73.89810704032512,40.60425061706231,2,31.63,4,1,5
52.7,2025-08-18 09:00:25,-73.92791559774635,40.63953104891808,-73.9759685386533,40.56013679386757,3,9.72,9,0,8
92.92,2024-12-05 12:41:25,-73.70839189924202,40.583148936663044,-74.01407432189237,40.58308855617857,4,25.81,12,3,12
29.88,2025-06-20 21:06:16,-73.98974514401607,40.83791304146441,-73.97763072366993,40.828375953982494,2,1.47,21,4,6
72.12,2024-11-16 20:13:28,-73.8145956360698,40.80220226773871,-73.8470677532362,40.66080377795265,2,15.96,20,5,11
69.1,2024-12-21 09:37:35,-73.70087735454156,40.72565368178302,-73.81736647162745,40.63406636357672,1,14.15,9,5,12
94.5,2025-04-29 15:51:55,-73.82634244267442,40.56861684545473,-73.94650145548079,40.78577648139731,3,26.19,15,1,4
55.86,2024-09-03 18:16:35,-74.03588431190458,40.86047264411824,-73.89763045644447,40.89944661831032,1,12.4,18,1,9
39.41,2025-02-02 21:42:33,-73.82481792579846,40.84134565352696,-73.8360173860925,40.90545989608601,1,7.19,21,6,2
69.81,2025-02-21 19:53:42,-73.91150052685694,40.568214461896346,-73.75106846463575,40.62815223176584,2,15.1,19,4,2
56.91,2024-11-29 13:52:00,-73.95394970069805,40.63188045530148,-74.02534054277358,40.74404999809707,2,13.85,13,4,11
68.14,2025-06-23 18:54:24,-73.87857373966038,40.714222862739604,-73.72803101866674,40.65947111987267,1,14.08,18,0,6
55.29,2025-01-05 22:58:53,-73.80454610994612,40.578801684602645,-73.94032909504661,40.61780263151439,1,12.26,22,6,1
37.92,2024-12-10 17:35:16,-73.79281181314319,40.70154287498399,-73.79487978855778,40.666929626738764,4,3.85,17,1,12
85.99,2025-04-11 22:44:34,-73.70599069206551,40.86535477461469,-73.89451524420298,40.757254543870424,2,19.91,22,4,4
77.08,2025-01-14 10:30:25,-74.04393092619418,40.66316417283286,-74.0004710410898,40.83861736204912,4,19.85,10,1,1
55.71,2024-11-21 18:44:01,-73.85865271182756,40.85955855486666,-73.96799751614216,40.924686014905426,2,11.7,18,3,11
83.13,2024-12-01 15:52:34,-73.99415398752349,40.81215484859685,-73.75081796231616,40.911130965151735,3,23.24,15,6,12
97.95,2024-10-08 16:49:30,-73.96897454337238,40.82205676482866,-73.97869724293898,40.566980586408214,3,28.38,16,1,10
51.73,2024-09-07 05:36:40,-73.74237620639812,40.892739695029505,-73.84533053419277,40.879384167387855,2,8.78,5,5,9
129.18,2024-10-09 06:15:06,-73.96498363033074,40.604974352676884,-73.85206951896888,40.91223003269437,4,35.46,6,2,10
26.37,2025-02-07 01:32:07,-73.70285809233732,40.587680480654456,-73.71977329640235,40.575704888291476,2,1.95,1,4,2
45.5,2025-02-08 21:25:43,-73.96273317874804,40.768615440404204,-74.04108927147688,40.760784528302956,4,6.66,21,5,2
84.57,2024-12-11 03:33:39,-73.75538419718953,40.77712337517993,-73.74439708379255,40.60323331453443,1,19.36,3,2,12
84.7,2025-03-20 07:36:55,-74.04246226701358,40.6499064247208,-73.80691414100706,40.70474174275105,2,20.78,7,3,3
102.47,2025-07-10 23:07:39,-73.97228949522132,40.934409375268814,-73.70483639230613,40.74673084782242,1,30.69,23,3,7
100.05,2024-11-17 01:13:36,-73.71297644974712,40.87674379479437,-73.75786804181129,40.64290756483452,3,26.27,1,6,11
50.42,2025-02-08 03:06:44,-73.71670470142108,40.850603785480786,-73.80827456288041,40.87458854526864,1,8.15,3,5,2
67.05,2024-12-27 16:03:46,-73.90569107019058,40.91427834593622,-73.76209960727041,40.90332678534133,3,12.13,16,4,12
82.86,2025-08-02 13:22:12,-73.92749886783953,40.74621239723931,-73.78636635590593,40.575913047740386,4,22.37,13,5,8
140.54,2025-03-10 11:35:29,-73.93495311768919,40.94320395502768,-73.78989839382035,40.63278664809624,2,36.61,11,0,3
31.42,2024-12-31 21:34:26,-74.03922064050398,40.60754771291358,-74.01145779788696,40.592600777444495,2,2.87,21,1,12
62.75,2025-04-26 13:50:18,-74.038971723119,40.754425573520216,-73.96347625354518,40.648884181795616,1,13.35,13,5,4
64.22,2024-08-19 07:03:44,-73.9099068770922,40.80216696521398,-73.96551714518561,40.900618660321975,2,11.9,7,0,8
102.74,2025-02-02 04:30:47,-73.71547036628489,40.94170782484374,-73.95994917843338,40.84730143895599,2,23.08,4,6,2
72.69,2025-05-10 02:21:15,-73.84182481213338,40.816206462353975,-73.7474227564072,40.93968729558878,3,15.86,2,5,5
67.99,2025-06-29 10:04:13,-73.76359208336153,40.7474400723915,-73.82894687921457,40.600180887951396,3,17.28,10,6,6
78.78,2025-07-07 12:20:46,-73.72498345474636,40.69228199378841,-73.86300468916855,40.878330244359,4,23.73,12,0,7
33.65,2024-10-31 17:08:02,-73.88388247372801,40.89007584711815,-73.91447118143158,40.863349554514535,3,3.93,17,3,10
90.47,2025-05-12 11:18:49,-73.9898673334829,40.68598783100365,-73.76043182687303,40.5841782904582,3,22.43,11,0,5
48.71,2024-11-12 07:04:59,-73.86271732034551,40.78789526781742,-73.84185406370845,40.86657799856561,1,8.92,7,1,11
95.01,2024-10-08 14:13:21,-73.78142443427798,40.659475654647856,-73.83570575272768,40.931113141471634,2,30.55,14,1,10
66.02,2024-09-29 09:09:42,-73.75710726058796,40.74827860286208,-73.99354822182698,40.75284890948382,1,19.92,9,6,9
72.78,2025-08-17 04:54:16,-74.01515051804911,40.82141681729938,-73.91131186414248,40.92463912546521,1,14.42,4,6,8
80.55,2025-03-16 16:37:58,-73.76266281656538,40.57758231968164,-73.97514103870397,40.576936623879405,4,17.95,16,6,3
130.61,2025-04-06 23:22:17,-73.77261752669791,40.91751511165473,-73.92186279854697,40.589651512696314,3,38.56,23,6,4
97.32,2025-08-16 00:45:32,-73.7700200635192,40.83276627578464,-73.90600941832311,40.61745962332899,4,26.54,0,5,8
68.82,2025-03-23 07:49:07,-73.82350142360913,40.835107523902494,-73.92204398274157,40.74507596524728,4,13.0,7,6,3
54.91,2025-07-13 06:08:57,-73.89894762135025,40.6038034746808,-74.02467571908531,40.64097081118343,4,11.39,6,6,7
130.29,2025-04-03 07:01:44,-74.01575283857908,40.6577134787581,-73.7644658883757,40.85196119688261,2,30.24,7,3,4
80.54,2025-06-20 06:21:48,-74.02871446663532,40.69347097758633,-73.85514724108364,40.628363920096135,4,16.33,6,4,6
46.81,2024-12-03 03:18:24,-73.83031787879301,40.62468928494575,-73.71976714951191,40.60699066986251,4,9.54,3,1,12
102.99,2025-06-25 04:27:04,-73.97612877499942,40.6495489361562,-73.79070760598023,40.92249992630596,1,34.13,4,2,6
66.9,2025-02-22 17:51:59,-73.94423517168366,40.76292796562338,-73.9380762100836,40.59491544079428,4,18.69,17,5,2
30.52,2025-04-22 14:32:57,-73.76905523779362,40.610550805296214,-73.7659545325221,40.57820825365299,3,3.61,14,1,4
137.3,2025-03-27 04:57:49,-73.86711681826213,40.82878491178792,-73.71935278822266,40.55057513605551,4,33.35,4,3,3
75.86,2024-09-26 11:09:27,-73.98341032010653,40.907440295026056,-73.77526601854937,40.94301522477472,4,17.93,11,3,9
62.75,2025-03-31 06:08:28,-73.97871045883294,40.848056054731856,-73.92939678841638,40.73639360204386,3,13.09,6,0,3
104.96,2025-06-12 03:16:53,-74.00497073518827,40.63082094892809,-73.80380441851514,40.84035594846035,2,28.81,3,3,6
77.51,2025-04-04 12:15:39,-73.91484497535372,40.857250939675616,-73.72208871775788,40.82382801045261,1,16.64,12,4,4
59.02,2025-04-21 02:49:10,-73.7703038291319,40.86035945620897,-73.83812264030924,40.75201336223941,2,13.33,2,0,4
54.4,2025-08-16 23:25:19,-73.977257805635,40.68464259618875,-73.87913924134982,40.73481122098199,4,9.98,23,5,8
120.06,2024-11-19 16:37:49,-73.82892961374536,40.58913964617394,-73.73054157061637,40.91003346853456,4,36.63,16,1,11
145.75,2025-07-26 10:53:32,-73.86985008202103,40.907923294968654,-73.7528627954107,40.58657774955734,4,37.07,10,5,7
31.84,2025-08-08 00:04:14,-73.7756478763663,40.59426062523512,-73.73503535309277,40.601901332010875,3,3.53,0,4,8
131.33,2025-05-22 13:27:07,-74.03414086516729,40.57897501120089,-73.7449798221209,40.87089198614175,1,40.59,13,3,5
46.93,2025-05-15 19:43:09,-73.97703280122215,40.830736667345505,-73.92963005846505,40.87778111131925,1,6.58,19,3,5
115.49,2025-03-26 12:05:05,-73.73406727059256,40.65561741302793,-74.01158768021844,40.89087750817521,3,35.08,12,2,3
74.14,2025-08-12 01:40:00,-74.0225005445502,40.75440839441493,-73.95009679857071,40.93497120148474,2,20.98,1,1,8
60.08,2025-05-12 00:49:24,-73.81941376984152,40.70074543557996,-73.98487110699794,40.735588239515856,1,14.47,0,0,5
41.65,2025-07-14 18:31:48,-73.7721575640535,40.6300325023029,-73.73348630713735,40.58489597596479,1,5.99,18,0,7
63.35,2024-12-19 22:10:14,-74.03734854463139,40.568187114239436,-74.00504835595628,40.69351502772178,1,14.2,22,3,12
72.4,2024-10-03 00:49:50,-74.04455483746197,40.65214945801136,-73.91408329374701,40.80626314811284,4,20.36,0,3,10
87.17,2025-02-08 22:33:03,-73.7869306935226,40.74805666415778,-73.91928637177355,40.93793971963848,2,23.87,22,5,2
138.0,2024-11-21 11:24:14,-74.01777494903081,40.73803788254671,-73.73025988571388,40.931518154191885,2,32.37,11,3,11
37.52,2025-05-31 01:27:47,-73.76093279445932,40.87412025219707,-73.7954051280359,40.87311723881702,3,2.9,1,5,5
37.77,2025-03-18 16:43:40,-73.83397718330731,40.78604220393264,-73.85876863338817,40.756266980979255,2,3.91,16,1,3
101.11,2025-02-09 16:04:40,-73.71943846737256,40.816086673405074,-73.95507991535561,40.646987205025745,3,27.35,16,6,2
90.34,2024-09-17 03:44:04,-74.03246047118954,40.82390608867534,-73.78782795016794,40.930879029536065,1,23.76,3,1,9
35.31,2024-11-25 08:33:28,-74.0428234228241,40.61099085941875,-73.98323644980226,40.594071791470725,2,5.37,8,0,11
72.02,2024-09-28 21:52:23,-73.8078639191661,40.808392113518934,-73.74798161078209,40.93506049888834,4,14.96,21,5,9
119.03,2025-07-31 00:23:57,-73.81473178458596,40.60832433296687,-73.96286513599043,40.89764867892362,4,34.51,0,3,7
120.56,2024-11-16 04:10:33,-74.03556476778445,40.59535876847211,-73.79270317764278,40.85670224979975,3,35.54,4,5,11
155.43,2025-04-25 16:35:46,-73.82847968177792,40.93229870809996,-73.74517092552675,40.6044944886914,4,37.12,16,4,4
153.06,2025-01-27 04:54:34,-74.01644677628575,40.93205351294324,-73.72967485617336,40.5844111249521,1,45.58,4,0,1
37.79,2025-04-01 17:00:49,-73.74614384301584,40.82975322107703,-73.71870454691538,40.797401357570436,2,4.27,17,1,4
34.44,2024-10-21 19:24:40,-73.72169296150196,40.60137043836894,-73.72742622005147,40.57244009330968,1,3.25,19,0,10
62.45,2025-04-07 11:58:33,-73.84986818685783,40.56509157147876,-73.77801850099961,40.68241499893614,2,14.39,11,0,4
89.42,2025-06-20 05:24:03,-73.93778928905073,40.9114445590719,-73.83955931228869,40.70077369928326,2,24.84,5,4,6
128.98,2024-09-10 22:31:32,-73.99848145305232,40.868236412343975,-73.71777321239112,40.62638411338719,1,35.81,22,1,9
115.67,2024-09-23 04:37:14,-73.83490843462471,40.865079971003624,-73.80986336443456,40.58819927320059,1,30.86,4,0,9
33.12,2025-01-09 02:23:43,-73.96659097763941,40.85877676893251,-74.0157358559792,40.86714715086834,3,4.24,2,3,1
57.11,2025-05-24 12:28:21,-73.73595678263081,40.74227104247806,-73.80552857885017,40.62892868533049,1,13.9,12,5,5
142.28,2024-12-30 09:37:30,-73.89004930457007,40.87682097477105,-73.70451309080744,40.600015857796265,4,34.52,9,0,12
149.16,2024-12-31 07:31:22,-73.90586519820577,40.55719577203253,-73.98636514965784,40.894320557079624,2,38.1,7,1,12
65.58,2024-11-30 06:56:53,-73.89919724722111,40.686360483838286,-73.74723367129457,40.668849388878925,3,12.96,6,5,11
72.45,2024-10-18 14:53:31,-73.9294411788365,40.78604861555496,-73.92537286818167,40.944653953056275,1,17.64,14,4,10
63.88,2025-04-15 04:07:46,-73.96511003860952,40.76223248702314,-73.82913905007409,40.69588725916653,3,13.63,4,1,4
64.1,2025-02-16 08:40:52,-73.97877742536447,40.722876803413776,-73.81299179538598,40.784744885038755,3,15.57,8,6,2
49.6,2025-05-06 10:47:59,-73.92823651076174,40.65765633572331,-73.81363021351277,40.70070383784761,2,10.78,10,1,5
54.31,2024-11-07 23:49:35,-73.76985402262115,40.77718800450731,-73.82246807003794,40.88023450567478,3,12.28,23,3,11
101.4,2025-03-05 17:04:19,-73.84090978478402,40.57117485304213,-73.85007703892477,40.78191229522326,3,23.45,17,2,3
115.51,2025-07-02 00:04:09,-73.72782745131352,40.881864361376174,-74.0383335812303,40.68416910866543,2,34.16,0,2,7
80.33,2024-11-01 04:10:53,-73.91395881421748,40.90277030695769,-74.0408811696174,40.72676169483481,1,22.3,4,4,11
94.87,2024-11-25 00:42:50,-73.97531809627942,40.82656135750837,-73.95928632929399,40.58714408132761,3,26.66,0,0,11
80.37,2025-01-20 14:50:16,-73.94691890594298,40.76647254511345,-73.76826170824121,40.808403937480186,4,15.75,14,0,1
65.9,2025-05-01 10:20:35,-73.81306188295399,40.73852426116273,-73.95481024768642,40.84206106542949,1,16.58,10,3,5
90.6,2024-09-10 17:17:24,-73.98222690499205,40.557538419864315,-73.82330059891149,40.690295105818294,1,19.95,17,1,9
56.49,2024-11-07 17:00:22,-73.72031167214875,40.57942723893024,-73.72635831113575,40.71203594178254,2,14.75,17,3,11
82.81,2025-02-13 10:34:58,-73.74209527678971,40.8041322219923,-73.71140996958677,40.94881936549651,3,16.29,10,3,2
69.87,2024-12-13 18:30:36,-73.94272402597102,40.72802296299261,-73.7885303552905,40.70702768480379,2,13.2,18,4,12
119.67,2025-03-05 19:38:06,-73.92369551213339,40.84217727040972,-73.99748956100534,40.575098873997604,2,30.34,19,2,3
32.86,2025-03-21 02:09:42,-73.97469596845485,40.839080130378946,-73.9852788574516,40.88066225937163,2,4.71,2,4,3
58.74,2024-10-28 19:49:55,-73.74844567267972,40.705703390164615,-73.90068880639238,40.74366125517825,1,13.51,19,0,10
75.98,2025-06-02 09:47:00,-73.90115517520425,40.600148138383496,-73.70364665712309,40.59456725552465,4,16.69,9,0,6
60.9,2024-12-13 00:50:18,-73.99027592687963,40.75164625849252,-73.8676401720202,40.67633003006329,4,13.3,0,4,12
110.36,2024-09-07 07:08:32,-73.87832501344897,40.625642075845676,-73.97500189244187,40.934192840284496,1,35.26,7,5,9
46.65,2025-07-20 16:59:40,-73.74467860641995,40.59191187861146,-73.73454335181711,40.65203329537703,2,6.74,16,6,7
112.45,2025-08-14 12:38:15,-74.01688434351468,40.64417596066109,-73.74884777409127,40.58734737828311,2,23.49,12,3,8
134.47,2025-02-22 09:21:13,-73.78328174149792,40.883534626358916,-73.91362966840506,40.63088264677052,2,30.16,9,5,2
55.35,2025-02-14 19:55:44,-73.76033206881303,40.6032766877117,-73.83674391031843,40.69568908305234,4,12.13,19,4,2
92.91,2024-12-04 16:08:37,-73.98247482967895,40.559283354662426,-73.77972839399052,40.74461732727809,1,26.78,16,2,12
90.73,2025-02-24 19:49:54,-73.7332923100299,40.90272004006033,-73.82831037064872,40.685101206980946,4,25.49,19,0,2
43.69,2024-10-07 10:26:24,-73.87107500715703,40.62780660971541,-73.94061761898465,40.607138779154845,3,6.3,10,0,10
91.18,2025-07-25 10:58:42,-73.73469944076018,40.653887698502665,-73.99274308340925,40.79674993224383,1,26.93,10,4,7
119.65,2025-06-15 16:23:18,-73.93458631795706,40.65346727387994,-73.79099678702478,40.92489962879634,2,32.51,16,6,6
64.78,2024-11-02 07:12:47,-73.8252323118958,40.72869555310968,-73.97705140083488,40.699193297398956,4,13.21,7,5,11
109.68,2025-02-25 11:43:53,-73.84469001436567,40.653671263001826,-73.9115443638315,40.87398140339254,1,25.14,11,1,2
74.24,2025-01-25 15:36:25,-73.9242975339237,40.66484770587332,-73.81044938131107,40.77509816238081,4,15.57,15,5,1
84.07,2025-05-15 13:41:07,-73.7327752204351,40.73778216052435,-73.94905324904602,40.789879416795785,1,19.11,13,3,5
48.18,2025-08-16 12:01:44,-73.70006552007725,40.68872075840354,-73.82583523073403,40.66614140051171,2,10.9,12,5,8
111.03,2025-01-01 18:24:14,-73.7635947600969,40.55362663490797,-73.74240951868728,40.7944750084648,2,26.84,18,2,1
83.33,2024-09-20 23:02:50,-73.87594290717117,40.68112608591904,-74.02222077974956,40.90365795523772,4,27.64,23,4,9
76.69,2024-08-31 14:46:52,-73.90187038328047,40.7467100889308,-73.83468815346409,40.86622287430549,2,14.44,14,5,8
71.63,2024-09-02 06:01:24,-74.02955857847122,40.86006446248443,-73.8639396191014,40.77047205228981,1,17.13,6,0,9
64.21,2024-11-26 08:23:42,-73.79911094467955,40.85394504006467,-73.95670428434796,40.94081194861435,4,16.39,8,1,11
81.59,2024-09-02 04:12:18,-73.95477288639388,40.78647535594117,-73.9013482791941,40.60833261486929,4,20.31,4,0,9
86.51,2025-02-14 23:39:30,-74.02714724414248,40.896612759808164,-73.85103025338874,40.71627765984458,2,24.94,23,4,2
74.57,2025-02-01 18:14:51,-74.02327318710253,40.70787652780669,-74.02956546622043,40.8793892848162,1,19.08,18,5,2
59.53,2025-05-25 15:00:08,-73.71461950645161,40.726542395630126,-73.8708116873736,40.75378338629426,4,13.5,15,6,5
110.35,2025-06-05 06:49:17,-73.73376592737915,40.645812763984146,-73.92051173459353,40.885791802659625,1,30.97,6,3,6
72.01,2024-12-26 19:11:46,-73.71795483788053,40.816211166231945,-73.88661034750973,40.82949020297734,2,14.27,19,3,12
63.66,2025-01-10 18:31:57,-73.82985313403766,40.8944241503714,-73.81840781971647,40.791837272053435,1,11.45,18,4,1
75.12,2025-07-12 02:28:15,-73.78846989923201,40.66570323372752,-73.7659857141803,40.85132229307579,3,20.73,2,5,7
63.17,2024-10-06 14:17:44,-73.91815001416859,40.59388039875409,-73.80300437174748,40.67049970137123,3,12.92,14,6,10
63.52,2025-07-10 23:49:38,-73.96218175467148,40.59264237414687,-74.01539282273023,40.71000199027524,3,13.8,23,3,7
141.83,2025-06-25 23:16:34,-73.83864892836588,40.624922352527314,-73.96590999265497,40.93524821186732,3,36.13,23,2,6
138.31,2024-09-09 08:52:28,-74.04849812779992,40.5679195320873,-73.7913182944874,40.75400547271999,3,29.98,8,0,9
72.87,2025-06-13 11:22:52,-74.02954513154499,40.71132523379897,-73.84692477031086,40.69841955348827,3,15.46,11,4,6
70.06,2025-05-21 07:14:50,-73.73781416766542,40.65428860095809,-73.89358606232011,40.64876003522849,1,13.16,7,2,5
155.67,2024-11-09 20:38:20,-73.92836670943764,40.56212593793275,-73.95700744799873,40.94331572096893,4,42.45,20,5,11
106.49,2025-01-12 17:25:49,-73.76124706691238,40.70686485280838,-73.93993259685028,40.93712216282325,2,29.69,17,6,1
93.88,2025-04-13 01:21:28,-73.88312548888821,40.77783831284519,-73.70227860439205,40.94822472640947,4,24.29,1,6,4
35.61,2025-05-11 10:59:30,-73.8080519252552,40.911456723188685,-73.78498917367301,40.877443053479666,2,4.25,10,6,5
100.54,2025-01-18 22:42:59,-74.01981708138324,40.630776107931695,-73.84692033986599,40.86949186769271,2,30.28,22,5,1
147.66,2025-06-13 15:25:27,-73.78094304627139,40.58184088667089,-73.85891351422397,40.91406025747675,4,37.52,15,4,6
65.37,2025-03-29 17:03:59,-74.04014897901584,40.58122730958858,-73.8621332731259,40.55800407388437,1,15.26,17,5,3
32.47,2024-10-21 19:52:53,-73.84600701095763,40.56451713783235,-73.8814613794423,40.56647331826814,3,3.0,19,0,10
76.54,2025-06-10 05:48:40,-73.71389040582373,40.88286834899003,-73.8186728909961,40.73882235041275,1,18.28,5,1,6
89.11,2024-09-20 03:57:51,-73.72618549670837,40.597289522716075,-73.90644701337797,40.7751015074822,4,24.94,3,4,9
58.1,2024-11-23 19:47:58,-73.7324873474967,40.69328327438001,-73.83928670970387,40.65047661833544,1,10.19,19,5,11
65.19,2024-11-17 03:03:31,-73.85281686924793,40.717354252122746,-73.77244225460355,40.604815700456406,2,14.23,3,6,11
106.77,2025-01-19 15:11:10,-73.9960701391715,40.83291944650917,-73.90628682236749,40.604987610234836,1,26.45,15,6,1
73.32,2025-03-23 10:07:46,-73.93405463341747,40.57977413317009,-73.70311118758221,40.572287063767604,4,19.52,10,6,3
72.63,2024-11-21 18:03:14,-73.96987408877004,40.66812187401779,-73.84390062109188,40.77145200944069,3,15.64,18,3,11
82.67,2024-12-11 19:36:57,-73.82829843735418,40.76620642279584,-73.7432334131464,40.94960060478434,3,21.61,19,2,12
114.0,2025-07-11 06:12:58,-74.03224584169497,40.838610541610564,-74.01858576425293,40.56816845995816,1,30.09,6,4,7
137.37,2025-07-20 18:48:11,-73.96415635985902,40.91015054546218,-73.75665674177475,40.60905609295397,1,37.77,18,6,7
104.94,2024-10-23 08:04:48,-73.74465503662262,40.67685326081389,-74.03104310635969,40.675101991148715,3,24.15,8,2,10
68.47,2024-11-06 03:30:36,-73.76771604241517,40.64881426544871,-73.92889002305468,40.72648453437062,3,16.1,3,2,11
108.79,2025-03-04 16:20:00,-73.7171779642741,40.68142114637623,-73.91069014817087,40.94446085910334,2,33.48,16,1,3
107.29,2024-12-08 18:19:47,-73.94970625395166,40.76813725764886,-73.71216462630805,40.88616846235033,1,23.91,18,6,12
81.55,2025-01-24 22:54:17,-73.99889213442621,40.722289362134056,-73.88406249445285,40.60903294170091,1,15.89,22,4,1
88.78,2024-09-15 02:35:24,-73.7837950756517,40.65611106371466,-73.9029972768226,40.82811774966527,4,21.6,2,6,9
141.93,2024-12-23 19:28:29,-74.001010010684,40.60514933522159,-73.86413932325078,40.92930930878512,2,37.84,19,0,12
90.69,2025-07-13 22:32:49,-74.0016365196964,40.613921237278056,-73.82920728965622,40.75734735956216,2,21.58,22,6,7
65.5,2025-02-24 22:00:47,-73.83398422828118,40.88796353972888,-74.03500665321802,40.86846130450089,3,17.04,22,0,2
111.88,2025-07-01 21:31:23,-74.00368683785221,40.91361072695415,-73.71944670411087,40.8548903058017,1,24.77,21,1,7
74.48,2025-04-08 18:17:38,-73.88425031410107,40.77080523650939,-73.7051151778802,40.63765176049465,2,21.15,18,1,4
90.76,2025-06-08 06:03:07,-74.04182844355437,40.923384432185486,-73.82179719570493,40.71246512889032,1,29.88,6,6,6
106.4,2025-01-23 21:21:56,-73.74323379641626,40.852051930491335,-73.98523547791575,40.599811394015326,4,34.68,21,3,1
72.48,2025-02-25 12:54:41,-74.04735591514131,40.59181584758788,-73.78472334483166,40.58467596431298,4,22.19,12,1,2
63.56,2025-04-25 09:00:23,-74.00260109756076,40.81579814833987,-73.85057516882962,40.742838084612686,3,15.15,9,4,4
58.94,2025-01-21 08:59:44,-74.00597027149524,40.561518270925674,-73.85767140047615,40.57544830640229,1,12.62,8,1,1
88.66,2025-05-31 20:10:34,-73.75994355757015,40.73260170316749,-73.98242299116366,40.80899502539294,2,20.57,20,5,5
87.99,2025-03-18 00:21:02,-74.02137781469551,40.654861807586315,-74.02588052790789,40.83117215610889,1,19.61,0,1,3
59.17,2025-08-11 12:39:34,-73.85276886473221,40.638817509707884,-73.72867449425726,40.597791035066756,1,11.42,12,0,8
103.08,2025-03-10 04:19:10,-73.76203739681488,40.83360584733426,-73.98322696790457,40.59206696818682,1,32.69,4,0,3
36.02,2024-11-30 23:54:00,-73.86565923031792,40.59318818825992,-73.855112958301,40.653215475970036,1,6.73,23,5,11
65.43,2024-11-11 23:51:15,-73.88867761152254,40.687753578114176,-73.90190067152753,40.56113460314343,2,14.12,23,0,11
88.4,2024-11-10 21:23:37,-73.73157620958109,40.82482448105151,-73.800980126311,40.594792002320034,3,26.24,21,6,11
94.33,2025-02-24 04:16:23,-73.72926073799948,40.8263823343284,-73.70660281388932,40.62901552996854,3,22.03,4,0,2
45.76,2025-05-12 16:11:57,-73.85561941989442,40.67308652426459,-73.87979858097009,40.60307733773179,1,8.05,16,0,5
